书名,页面地址,图片地址
 Python测试之道,http://product.dangdang.com/25293877.html,http://img3m7.ddimg.cn/70/11/25293877-1_b_4.jpg
 Python编程三剑客：Python编程从入门到实践+Python编程快速上手+Python极客项目编程,http://product.dangdang.com/410273883.html,http://img3m3.ddimg.cn/63/12/410273883-1_b_3.jpg
 Effective Python：改善Python程序的90个建议 （第2版）（英文版）,http://product.dangdang.com/28556769.html,http://img3m9.ddimg.cn/21/21/28556769-1_b_6.jpg
 零基础入门Python深度学习,http://product.dangdang.com/28538363.html,http://img3m3.ddimg.cn/29/4/28538363-1_b_3.jpg
 Python 3.7从入门到精通（视频教学版）,http://product.dangdang.com/27940113.html,http://img3m3.ddimg.cn/36/7/27940113-1_b_3.jpg
 Python数据分析,http://product.dangdang.com/28558349.html,http://img3m9.ddimg.cn/17/10/28558349-1_b_6.jpg
 Python 快速入门 第3版,http://product.dangdang.com/27903882.html,http://img3m2.ddimg.cn/39/36/27903882-1_b_5.jpg
 Python快乐编程――TensorFlow深度学习项目实战（“好程序员成长”丛书）,http://product.dangdang.com/28544425.html,http://img3m5.ddimg.cn/52/35/28544425-1_b_3.jpg
 Python应用实战：爬虫、文本分析与可视化,http://product.dangdang.com/28536353.html,http://img3m3.ddimg.cn/98/29/28536353-1_b_4.jpg
 Python程序设计第一课,http://product.dangdang.com/25344280.html,http://img3m0.ddimg.cn/82/20/25344280-1_b_5.jpg
 Python程序设计基础案例教程,http://product.dangdang.com/29130011.html,http://img3m1.ddimg.cn/53/22/29130011-1_b_3.jpg
 Python全案例学习与实践,http://product.dangdang.com/27939184.html,http://img3m4.ddimg.cn/97/3/27939184-1_b_0.jpg
 Python程序设计实用教程,http://product.dangdang.com/25288911.html,http://img3m1.ddimg.cn/54/3/25288911-1_b_4.jpg
 Python数据科学：技术详解与商业实践,http://product.dangdang.com/25310840.html,http://img3m0.ddimg.cn/5/28/25310840-1_b_2.jpg
 跟老齐学Python：Django实战（第2版）,http://product.dangdang.com/26909544.html,http://img3m4.ddimg.cn/57/36/26909544-1_b_2.jpg
 Python和NLTK自然语言处理,http://product.dangdang.com/26919645.html,http://img3m5.ddimg.cn/60/36/26919645-1_b_6.jpg
 物联网Python开发实战,http://product.dangdang.com/25244043.html,http://img3m3.ddimg.cn/33/16/25244043-1_b_3.jpg
 高顿财经 Python 金融编程 快速入门与项目实操 金融从业参考书 Python编程从入门到金融实践,http://product.dangdang.com/28507371.html,http://img3m1.ddimg.cn/24/18/28507371-1_b_2.jpg
 Python科学计算最佳实践 SciPy指南,http://product.dangdang.com/26203214.html,http://img3m4.ddimg.cn/92/36/26203214-1_b_1.jpg
 Python Web开发从入门到精通,http://product.dangdang.com/28542171.html,http://img3m1.ddimg.cn/75/1/28542171-1_b_2.jpg
 Python深度学习,http://product.dangdang.com/25286949.html,http://img3m9.ddimg.cn/72/2/25286949-1_b_4.jpg
 Python机器学习――数据分析与评分卡建模（微课版）,http://product.dangdang.com/27862921.html,http://img3m1.ddimg.cn/64/34/27862921-1_b_2.jpg
 网络工程师的Python之路：网络运维自动化实战,http://product.dangdang.com/29148403.html,http://img3m3.ddimg.cn/31/25/29148403-1_b_2.jpg
 Python高级数据分析：机器学习、深度学习和NLP实例,http://product.dangdang.com/26509514.html,http://img3m4.ddimg.cn/86/13/26509514-1_b_4.jpg
 实战Python设计模式：可复用面向对象软件开发实践,http://product.dangdang.com/28520544.html,http://img3m4.ddimg.cn/30/19/28520544-1_b_7.jpg
 Python程序设计（微课版）,http://product.dangdang.com/29132116.html,http://img3m6.ddimg.cn/79/18/29132116-1_b_3.jpg
 Python入门很简单,http://product.dangdang.com/27924690.html,http://img3m0.ddimg.cn/57/13/27924690-1_b_3.jpg
 Python数据挖掘方法及应用,http://product.dangdang.com/26917225.html,http://img3m5.ddimg.cn/16/21/26917225-1_b_3.jpg
 Python算法设计与分析,http://product.dangdang.com/28547844.html,http://img3m4.ddimg.cn/6/13/28547844-1_b_2.jpg
 实用卷积神经网络:运用Python实现高级深度学习模型,http://product.dangdang.com/27850574.html,http://img3m4.ddimg.cn/92/8/27850574-1_b_2.jpg
 计算思维与Python编程,http://product.dangdang.com/28528807.html,http://img3m7.ddimg.cn/76/31/28528807-1_b_5.jpg
 Python 3.7从零开始学,http://product.dangdang.com/25351140.html,http://img3m0.ddimg.cn/12/35/25351140-1_b_2.jpg
 Python趣味编程入门与实战,http://product.dangdang.com/27905420.html,http://img3m0.ddimg.cn/92/20/27905420-1_b_3.jpg
 Python大规模机器学习,http://product.dangdang.com/27867226.html,http://img3m6.ddimg.cn/13/10/27867226-1_b_1.jpg
 Python 3.x入门到应用实践,http://product.dangdang.com/27857715.html,http://img3m5.ddimg.cn/6/8/27857715-1_b_2.jpg
 Python爬虫开发 从入门到实战（微课版）,http://product.dangdang.com/25349717.html,http://img3m7.ddimg.cn/74/18/25349717-1_b_11.jpg
 Python数据分析,http://product.dangdang.com/28970964.html,http://img3m4.ddimg.cn/0/1/28970964-1_b_3.jpg
 Python编程基础,http://product.dangdang.com/25246531.html,http://img3m1.ddimg.cn/46/25/25246531-1_b_4.jpg
 Python自然语言处理与开发,http://product.dangdang.com/28513272.html,http://img3m2.ddimg.cn/84/36/28513272-1_b_0.jpg
 Python函数式编程 第2版,http://product.dangdang.com/28477907.html,http://img3m7.ddimg.cn/62/6/28477907-1_b_3.jpg
 Python金融数据分析,http://product.dangdang.com/25255618.html,http://img3m8.ddimg.cn/25/10/25255618-1_b_2.jpg
 机器学习算法的数学解析与Python实现,http://product.dangdang.com/28503697.html,http://img3m7.ddimg.cn/13/7/28503697-1_b_5.jpg
 Python程序设计简明教程,http://product.dangdang.com/28970294.html,http://img3m4.ddimg.cn/23/34/28970294-1_b_5.jpg
 对比Excel，轻松学习SQL数据分析+Python数据分析,http://product.dangdang.com/410277134.html,http://img3m4.ddimg.cn/47/7/410277134-1_b_3.jpg
 超好玩的Python少儿编程,http://product.dangdang.com/28534431.html,http://img3m1.ddimg.cn/57/31/28534431-1_b_3.jpg
 数据结构和算法 Python和C++语言描述,http://product.dangdang.com/28530454.html,http://img3m4.ddimg.cn/40/13/28530454-1_b_6.jpg
 机器学习：使用OpenCV和Python进行智能图像处理,http://product.dangdang.com/25585197.html,http://img3m7.ddimg.cn/33/30/25585197-1_b_3.jpg
 Python语言从入门到精通,http://product.dangdang.com/28542148.html,http://img3m8.ddimg.cn/52/15/28542148-1_b_3.jpg
 Python大学实用教程,http://product.dangdang.com/26919021.html,http://img3m1.ddimg.cn/30/4/26919021-1_b_2.jpg
 Python实战之数据库应用和数据获取,http://product.dangdang.com/28553868.html,http://img3m8.ddimg.cn/90/6/28553868-1_b_6.jpg
 Python数据分析入门与实战,http://product.dangdang.com/29115355.html,http://img3m5.ddimg.cn/49/18/29115355-1_b_3.jpg
 投资学及其Python应用,http://product.dangdang.com/26914302.html,http://img3m2.ddimg.cn/63/21/26914302-1_b_3.jpg
 Python开发技术大全,http://product.dangdang.com/29000583.html,http://img3m3.ddimg.cn/18/20/29000583-1_b_3.jpg
 Python高维数据分析,http://product.dangdang.com/29118623.html,http://img3m3.ddimg.cn/50/30/29118623-1_b_3.jpg
 零起点Python大数据与量化交易,http://product.dangdang.com/24169777.html,http://img3m7.ddimg.cn/16/8/24169777-1_b_5.jpg
 Python数据分析基础教程,http://product.dangdang.com/25576410.html,http://img3m0.ddimg.cn/57/12/25576410-1_b_1.jpg
 Python深度学习TensorFlow与PyTorch套装 套装共2册,http://product.dangdang.com/28515498.html,http://img3m8.ddimg.cn/33/5/28515498-1_b_2.jpg
 零基础入门学习Python 小甲鱼 python编程从入门到精通实践 pathon3.5语言程序设计基础教程python,http://product.dangdang.com/1540072245.html,http://img3m5.ddimg.cn/30/7/1540072245-1_b_1.jpg
 Python编程快速上手 让繁琐工作自动化 [美] Al Sweigart（斯维加特） 著，王海鹏 译 97871154,http://product.dangdang.com/1670792427.html,http://img3m7.ddimg.cn/18/3/1670792427-1_b_1.jpg
 Python量化交易实战入门与技巧,http://product.dangdang.com/25343972.html,http://img3m2.ddimg.cn/71/8/25343972-1_b_3.jpg
 Python基础视频教程,http://product.dangdang.com/28498897.html,http://img3m7.ddimg.cn/64/17/28498897-1_b_5.jpg
 ABAQUS Python二次开发攻略 CAE分析大系,http://product.dangdang.com/23940934.html,http://img3m4.ddimg.cn/61/10/23940934-1_b_10.jpg
 Python自然语言处理,http://product.dangdang.com/25340688.html,http://img3m8.ddimg.cn/54/17/25340688-1_b_1.jpg
 零基础学Python（第2版）,http://product.dangdang.com/28970698.html,http://img3m8.ddimg.cn/31/31/28970698-1_b_3.jpg
 Python开发实践教程（高等职业教育“十三五”规划教材）,http://product.dangdang.com/24178434.html,http://img3m4.ddimg.cn/60/7/24178434-1_b_1.jpg
 Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程 第2版,http://product.dangdang.com/25304157.html,http://img3m7.ddimg.cn/54/5/25304157-1_b_3.jpg
 Python Web开发基础教程（Django版）（微课版）,http://product.dangdang.com/28500088.html,http://img3m8.ddimg.cn/67/24/28500088-1_b_6.jpg
 【自营】C语言编程入门指南 SQL Server/Visual Studio/Visual C++/可搭java/pyt,http://product.dangdang.com/27928048.html,http://img3m8.ddimg.cn/49/4/27928048-1_b_4.jpg
 Python和HDF 5大数据应用,http://product.dangdang.com/23906336.html,http://img3m6.ddimg.cn/14/7/23906336-1_b_7.jpg
 Python网络编程（原书第2版）,http://product.dangdang.com/27902951.html,http://img3m1.ddimg.cn/98/30/27902951-1_b_3.jpg
 Python编程 从入门到实践 [美]埃里克・马瑟斯(Eric Matthes) 人民邮电出版社,http://product.dangdang.com/1760228355.html,http://img3m5.ddimg.cn/39/12/1760228355-1_b_1.jpg
 【正版现货】流畅的Python9787115454157 [巴西]卢西亚诺・拉马略(Luciano Ramalho) 人,http://product.dangdang.com/1724629777.html,http://img3m7.ddimg.cn/79/22/1724629777-1_b_1.jpg
 Python参考手册 第4版 修订版,http://product.dangdang.com/24047813.html,http://img3m3.ddimg.cn/20/33/24047813-1_b_2.jpg
 Python程序设计基础,http://product.dangdang.com/28487949.html,http://img3m9.ddimg.cn/6/21/28487949-1_b_2.jpg
 Python编程：从数据分析到数据科学,http://product.dangdang.com/26490435.html,http://img3m5.ddimg.cn/15/26/26490435-1_b_3.jpg
 Python 3.x程序设计基础,http://product.dangdang.com/27862920.html,http://img3m0.ddimg.cn/63/33/27862920-1_b_1.jpg
 Python网络爬虫实战,http://product.dangdang.com/27862922.html,http://img3m2.ddimg.cn/65/35/27862922-1_b_2.jpg
 套装3本流畅的Python+像计算机科学家一样思考第2版+Python Cookbook中文版,http://product.dangdang.com/1617569061.html,http://img3m1.ddimg.cn/42/27/1617569061-1_b_1.jpg
 金融科技人工智能实战：以Python为工具,http://product.dangdang.com/28982046.html,http://img3m6.ddimg.cn/93/20/28982046-1_b_6.jpg
 写给系统管理员的Python脚本编程指南,http://product.dangdang.com/28510035.html,http://img3m5.ddimg.cn/15/18/28510035-1_b_5.jpg
 Python编程之旅：与小博士漫游太阳系,http://product.dangdang.com/29001870.html,http://img3m0.ddimg.cn/18/12/29001870-1_b_3.jpg
 Python程序设计――从基础开发到数据分析（微课版）,http://product.dangdang.com/27882053.html,http://img3m3.ddimg.cn/89/0/27882053-1_b_2.jpg
 Python数据分析师修炼之道,http://product.dangdang.com/27886294.html,http://img3m4.ddimg.cn/73/23/27886294-1_b_2.jpg
 Python机器学习算法与应用,http://product.dangdang.com/28544932.html,http://img3m2.ddimg.cn/64/24/28544932-1_b_6.jpg
 OpenCV 3计算机视觉：Python语言实现（原书第2版）,http://product.dangdang.com/23985571.html,http://img3m1.ddimg.cn/49/25/23985571-1_b_6.jpg
 Python基础教程(第2版 修订版)(挪)海特兰德人民邮电出版社,http://product.dangdang.com/1649391773.html,http://img3m3.ddimg.cn/95/1/1649391773-1_b_1.jpg
 Python核心编程（第二版） [美] Wesley J. Chun 9787115178503,http://product.dangdang.com/1728937882.html,http://img3m2.ddimg.cn/1/32/1728937882-1_b_1.jpg
 赠软件 小学生C++趣味编程 潘洪波 上下册 小学生c少儿编程书籍scratch少儿童趣味编程入门教程书 python青,http://product.dangdang.com/1586426897.html,http://img3m7.ddimg.cn/11/23/1586426897-1_b_1.jpg
 Python大战机器学习：数据科学家的第一个小目标,http://product.dangdang.com/24195827.html,http://img3m7.ddimg.cn/29/10/24195827-1_b_3.jpg
 Python机器学习,http://product.dangdang.com/26514294.html,http://img3m4.ddimg.cn/15/20/26514294-1_b_3.jpg
 Python程序设计,http://product.dangdang.com/27900013.html,http://img3m3.ddimg.cn/31/15/27900013-1_b_1.jpg
 基于ArcGIS的Python编程秘笈（第2版）,http://product.dangdang.com/24181662.html,http://img3m2.ddimg.cn/21/16/24181662-1_b_4.jpg
 Selenium 3+Python 3自动化测试项目实战：从菜鸟到高手,http://product.dangdang.com/27932001.html,http://img3m1.ddimg.cn/42/35/27932001-1_b_3.jpg
 Python机器学习一本通,http://product.dangdang.com/29115119.html,http://img3m9.ddimg.cn/11/4/29115119-1_b_1.jpg
 思维导图学Python 3.7青少年趣味编程,http://product.dangdang.com/28985534.html,http://img3m4.ddimg.cn/17/30/28985534-1_b_6.jpg
 数据结构 Python语言描述,http://product.dangdang.com/25195904.html,http://img3m4.ddimg.cn/8/14/25195904-1_b_1.jpg
 零基础Python编程入门与实战,http://product.dangdang.com/28539568.html,http://img3m8.ddimg.cn/46/25/28539568-1_b_3.jpg
 从零开始学Python网络爬虫,http://product.dangdang.com/25182747.html,http://img3m7.ddimg.cn/18/29/25182747-1_b_5.jpg
 Python程序设计基础,http://product.dangdang.com/24156746.html,http://img3m6.ddimg.cn/53/1/24156746-1_b_6.jpg
 Python大数据应用基础,http://product.dangdang.com/29133852.html,http://img3m2.ddimg.cn/33/15/29133852-1_b_3.jpg
 Python入门三剑客：零基础编程+数据分析+机器学习（套装共3册）,http://product.dangdang.com/410271151.html,http://img3m1.ddimg.cn/4/18/410271151-1_b_2.jpg
 Python高级机器学习,http://product.dangdang.com/28512950.html,http://img3m0.ddimg.cn/59/10/28512950-1_b_3.jpg
 Python程序设计实验教程,http://product.dangdang.com/29122053.html,http://img3m3.ddimg.cn/15/19/29122053-1_b_0.jpg
 图解Python+图解算法 轻松快速掌握实力派脚本语言&程序设计精华（套装2册）,http://product.dangdang.com/28990078.html,http://img3m8.ddimg.cn/7/23/28990078-1_b_3.jpg
 Python程序设计实验教程（高等学校计算机教育规划教材）,http://product.dangdang.com/28544404.html,http://img3m4.ddimg.cn/31/14/28544404-1_b_1.jpg
 Python快速入门精讲,http://product.dangdang.com/26924581.html,http://img3m1.ddimg.cn/46/14/26924581-1_b_2.jpg
 Python高效开发实战――Django、Tornado、Flask、Twisted,http://product.dangdang.com/24058511.html,http://img3m1.ddimg.cn/26/1/24058511-1_b_6.jpg
" Python计算机视觉编程,[美]Jan Erik Solem,朱文涛,人民邮电出版社,9787115352323,[质",http://product.dangdang.com/1693732932.html,http://img3m2.ddimg.cn/45/27/1693732932-1_b_1.jpg
 Python编程 从入门到实践 [美]埃里克・马瑟斯(Eric Matthes) 9787115428028 人民邮电出,http://product.dangdang.com/1632955471.html,http://img3m1.ddimg.cn/70/24/1632955471-1_b_1.jpg
 Python核心编程 第3版 英文版,http://product.dangdang.com/23928875.html,http://img3m5.ddimg.cn/80/13/23928875-1_b_14.jpg
 自动化平台测试开发：Python测试开发实战,http://product.dangdang.com/25292087.html,http://img3m7.ddimg.cn/62/34/25292087-1_b_2.jpg
 Python期货量化交易实战 编程从入门到实战零基础自学教程计算机基础小甲鱼语言程序设计pathon网络爬虫实践书籍期货,http://product.dangdang.com/1661104515.html,http://img3m5.ddimg.cn/48/23/1661104515-1_b_1.jpg
 Python游戏设计案例实战,http://product.dangdang.com/28474181.html,http://img3m1.ddimg.cn/98/17/28474181-1_b_2.jpg
 Python编程从入门到实践+编程快速上手+极客项目编程 3册 计算机编程入门自学零基础书籍网络爬虫pathon语言基础,http://product.dangdang.com/1728264694.html,http://img3m4.ddimg.cn/13/22/1728264694-1_b_2.jpg
 Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍 计算机程序设计基础教程书籍,http://product.dangdang.com/1258429948.html,http://img3m8.ddimg.cn/61/8/1258429948-1_b_1.jpg
 Python数据科学与机器学习 从入门到实践,http://product.dangdang.com/27884919.html,http://img3m9.ddimg.cn/84/17/27884919-1_b_16.jpg
 精通Python网络爬虫：核心技术、框架与项目实战,http://product.dangdang.com/24227543.html,http://img3m3.ddimg.cn/65/17/24227543-1_b_3.jpg
 Python机器学习与量化投资,http://product.dangdang.com/26445010.html,http://img3m0.ddimg.cn/31/0/26445010-1_b_3.jpg
 【赠400元素材】Python基础教程(第3版) python3.0核心编程从入门到实践网络爬虫 计算机视频从入门到精通,http://product.dangdang.com/1728397044.html,http://img3m4.ddimg.cn/0/23/1728397044-1_b_1.jpg
 深度学习:从Python到TensorFlow应用实战,http://product.dangdang.com/28540092.html,http://img3m2.ddimg.cn/75/31/28540092-1_b_6.jpg
 数据结构――Python语言描述,http://product.dangdang.com/25325842.html,http://img3m2.ddimg.cn/58/8/25325842-1_b_5.jpg
 Python程序设计教程（普通高等教育新工科人才培养规划教材（大数据专业））,http://product.dangdang.com/25313788.html,http://img3m8.ddimg.cn/82/16/25313788-1_b_1.jpg
 自然语言处理Python进阶,http://product.dangdang.com/26509831.html,http://img3m1.ddimg.cn/7/34/26509831-1_b_1.jpg
 Python数据分析与数据化运营,http://product.dangdang.com/25200787.html,http://img3m7.ddimg.cn/40/13/25200787-1_b_3.jpg
 Python绝技:运用Python成为*黑客 [美] TJ O'Connor（TJ 奥科罗） 著；崔孝晨，武晓音 译,http://product.dangdang.com/1719131828.html,http://img3m8.ddimg.cn/95/14/1719131828-1_b_1.jpg
 贝叶斯思维 统计建模的Python学习法,http://product.dangdang.com/23667149.html,http://img3m9.ddimg.cn/11/25/23667149-1_b_1.jpg
 轻松学Python编程,http://product.dangdang.com/28543036.html,http://img3m6.ddimg.cn/49/15/28543036-1_b_3.jpg
 Python入门很轻松（微课超值版）,http://product.dangdang.com/28971868.html,http://img3m8.ddimg.cn/13/17/28971868-1_b_6.jpg
 Django项目开发实战,http://product.dangdang.com/28968481.html,http://img3m1.ddimg.cn/91/34/28968481-1_b_5.jpg
 Python编程 从入门到实践,http://product.dangdang.com/1625218694.html,http://img3m4.ddimg.cn/44/21/1625218694-1_b_1.jpg
 零起点Python大数据与量化交易 何海群 著 9787121306594 电子工业出版社,http://product.dangdang.com/1670941807.html,http://img3m7.ddimg.cn/7/14/1670941807-1_b_1.jpg
 【正品】Python项目开发实战 第2版 日 BePROUD股份有限公司 9787115438560,http://product.dangdang.com/1795354454.html,http://img3m4.ddimg.cn/47/13/1795354454-1_b_1.jpg
 Python基础入门-微课视频版,http://product.dangdang.com/29121404.html,http://img3m4.ddimg.cn/59/36/29121404-1_b_3.jpg
 Python 3.x全栈开发从入门到精通,http://product.dangdang.com/27866441.html,http://img3m1.ddimg.cn/20/2/27866441-1_b_1.jpg
 Python 3学习笔记（上卷）,http://product.dangdang.com/25218055.html,http://img3m5.ddimg.cn/82/2/25218055-1_b_3.jpg
 Python核心编程（第二版）(Python领域经典作品、非常有名的开发指南),http://product.dangdang.com/20255354.html,http://img3m4.ddimg.cn/53/0/20255354-1_b_1.jpg
 青少年学Python编程（配套视频教学）,http://product.dangdang.com/28544934.html,http://img3m4.ddimg.cn/66/26/28544934-1_b_6.jpg
 交互的Python 数据分析入门,http://product.dangdang.com/28972974.html,http://img3m4.ddimg.cn/30/13/28972974-1_b_5.jpg
" 利用Python进行数据分析机械工业出版社9787111436737Wes McKinn【正版书籍,可开发票】",http://product.dangdang.com/1679163154.html,http://img3m4.ddimg.cn/97/35/1679163154-1_b_1.jpg
 Python程序设计基础,http://product.dangdang.com/25584176.html,http://img3m6.ddimg.cn/2/8/25584176-1_b_4.jpg
 Python Web自动化测试设计与实现,http://product.dangdang.com/26917182.html,http://img3m2.ddimg.cn/72/15/26917182-1_b_3.jpg
 包邮 Python入门经典：以解决计算问题为导向的Python编程实践[图书]|3683628,http://product.dangdang.com/1446775364.html,http://img3m4.ddimg.cn/56/32/1446775364-1_b_1.jpg
 Python程序设计实例教程,http://product.dangdang.com/27914860.html,http://img3m0.ddimg.cn/28/25/27914860-1_b_3.jpg
 Python程序设计 从编程基础到专业应用,http://product.dangdang.com/26916586.html,http://img3m6.ddimg.cn/70/11/26916586-1_b_2.jpg
 Python从入门到精通,http://product.dangdang.com/28507693.html,http://img3m3.ddimg.cn/49/7/28507693-1_b_2.jpg
 深度学习计算机视觉实战 卷积神经网络、Python 、TensorFlow和Kivy,http://product.dangdang.com/29142475.html,http://img3m5.ddimg.cn/43/17/29142475-1_b_4.jpg
 Python语言程序设计,http://product.dangdang.com/26914379.html,http://img3m9.ddimg.cn/41/24/26914379-1_b_2.jpg
 人脸识别与美颜算法实战：基于Python 机器学习与深度学习,http://product.dangdang.com/28534438.html,http://img3m8.ddimg.cn/64/1/28534438-1_b_3.jpg
 零基础入门学习Python 小甲鱼 李佳宇 著 著 9787302514084 清华大学出版社,http://product.dangdang.com/1674766127.html,http://img3m7.ddimg.cn/56/14/1674766127-1_b_1.jpg
 Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程 *2版,http://product.dangdang.com/1399180969.html,http://img3m9.ddimg.cn/10/32/1399180969-1_b_1.jpg
 Python编程项目实战三部曲：Python编程快速上手+Python极客项目编程+Python游戏,http://product.dangdang.com/1583893195.html,http://img3m5.ddimg.cn/16/7/1583893195-1_b_1.jpg
 【赠源代码】python编程 从入门到实践python基础教程数据分析python学习手册编程入门迅速掌握Python编,http://product.dangdang.com/1609473827.html,http://img3m7.ddimg.cn/38/23/1609473827-1_b_1.jpg
 包邮 [套装书]Python数据分析与挖掘实战（第2版）+利用Python进行数|8065135,http://product.dangdang.com/1551925245.html,http://img3m5.ddimg.cn/57/20/1551925245-1_b_1.jpg
 Python网络爬虫从入门到实践 python语言编程教程书籍 Python网络数据采集 用Python编写网络爬虫程序,http://product.dangdang.com/1540218645.html,http://img3m5.ddimg.cn/9/35/1540218645-1_b_1.jpg
 基于python的从学习编程到解决问题,http://product.dangdang.com/29001265.html,http://img3m5.ddimg.cn/7/36/29001265-1_b_3.jpg
 Python设计模式 *2版 程序设计 python,http://product.dangdang.com/1230160197.html,http://img3m7.ddimg.cn/57/33/1230160197-1_b_1.jpg
 Python编程入门 (加)Toby Donaldson人民邮电出版社,http://product.dangdang.com/1700695732.html,http://img3m2.ddimg.cn/76/19/1700695732-1_b_1.jpg
 Python金融大数据风控建模实战基于机器学习 分析与机器学习商业案例实战 零门槛学习金融大数据风控,http://product.dangdang.com/1655483876.html,http://img3m6.ddimg.cn/35/17/1655483876-1_b_1.jpg
 Python程序设计教程,http://product.dangdang.com/26920760.html,http://img3m0.ddimg.cn/86/4/26920760-1_b_3.jpg
 Python语言及其应用9787115407092[美]卢布诺维克（Bill Lubano【质量保证】,http://product.dangdang.com/1692518987.html,http://img3m7.ddimg.cn/38/15/1692518987-1_b_1.jpg
 python 基础教程零基础学Python3.5编程从入门到实践计算机程序设计pathon3核心技术网络爬虫书籍数据分析,http://product.dangdang.com/1667970643.html,http://img3m3.ddimg.cn/31/24/1667970643-1_b_1.jpg
 Python项目案例开发从入门到实战―爬虫、游戏和机器学习20个项目案例600分钟精讲视频及源码，郑秋生，夏敏捷，宋宝卫,http://product.dangdang.com/1760034670.html,http://img3m0.ddimg.cn/97/22/1760034670-1_b_1.jpg
 中学生可以这样学Python（微课版）,http://product.dangdang.com/28995380.html,http://img3m0.ddimg.cn/62/34/28995380-1_b_3.jpg
" 【正品】Python计算机视觉编程 [美]Jan Erik Solem,朱文涛 9787115352323",http://product.dangdang.com/1790772294.html,http://img3m4.ddimg.cn/3/7/1790772294-1_b_1.jpg
 Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,http://product.dangdang.com/1731395782.html,http://img3m2.ddimg.cn/28/22/1731395782-1_b_1.jpg
 Python数据可视化编程实战 第2版,http://product.dangdang.com/25339887.html,http://img3m7.ddimg.cn/45/30/25339887-1_b_4.jpg
 Python社会媒体挖掘,http://product.dangdang.com/25573749.html,http://img3m9.ddimg.cn/69/15/25573749-1_b_1.jpg
 树莓派Python编程入门与实战（第2版）,http://product.dangdang.com/24010144.html,http://img3m4.ddimg.cn/70/30/24010144-1_b_12.jpg
 Python趣味编程入门,http://product.dangdang.com/25323526.html,http://img3m6.ddimg.cn/19/23/25323526-1_b_2.jpg
 Python数据分析基础 零编程经验学会Python编程从入门到实践python3.0绝技核心编程基础教程网络爬虫入门书,http://product.dangdang.com/1555477755.html,http://img3m5.ddimg.cn/51/12/1555477755-1_b_1.jpg
 Python基础教程第3版 python3.5核心编程从入门到实践网络爬虫数据分析 零基础自学pathon从入门到精通程,http://product.dangdang.com/1675922371.html,http://img3m1.ddimg.cn/79/8/1675922371-1_b_1.jpg
 Python基础教程第3版 python3.5核心编程从入门到实践网络爬虫数据分析 零基础自学pathon从入门到精通程,http://product.dangdang.com/1554860005.html,http://img3m5.ddimg.cn/61/14/1554860005-1_b_2.jpg
 小天才学Python（教学指导）,http://product.dangdang.com/26918605.html,http://img3m5.ddimg.cn/10/32/26918605-1_b_3.jpg
 Python编程与初级数学,http://product.dangdang.com/27926995.html,http://img3m5.ddimg.cn/85/24/27926995-1_b_2.jpg
 Python游戏编程入门程序设计从入门到实战数据分析零基础自学教程书计算机基础小甲鱼机器语言学习快速上手pathon网络,http://product.dangdang.com/1675937891.html,http://img3m1.ddimg.cn/56/25/1675937891-1_b_1.jpg
 O'Reilly：Python学习手册 [美] 鲁特兹（Mark Lutz） 著，李军 等 译 机械工业出版社【正版书籍,http://product.dangdang.com/1708639137.html,http://img3m7.ddimg.cn/18/5/1708639137-1_b_1.jpg
" Python Qt GUI快速编程-PyQt编程指南 (英)Mark Summerfield(马克 . 萨默菲尔德),闫",http://product.dangdang.com/1655713919.html,http://img3m9.ddimg.cn/2/31/1655713919-1_b_1.jpg
 Python高级编程 第2版 [波兰]Micha Jaworski 贾沃斯基 [法]Tarek 978711546015,http://product.dangdang.com/1754745965.html,http://img3m5.ddimg.cn/71/23/1754745965-1_b_1.jpg
 Python基础教程(第2版 修订版) (挪)海特兰德 人民邮电出版社 9787115353528,http://product.dangdang.com/1676808593.html,http://img3m3.ddimg.cn/53/6/1676808593-1_b_1.jpg
 Python核心编程 第3版 [美]卫斯理 春(Wesley Chun) 人民邮电出版社 9787115414779【新,http://product.dangdang.com/1743002114.html,http://img3m4.ddimg.cn/95/9/1743002114-1_b_1.jpg
 Python数据分析 第2版(影印版) Wes McKinney 东南大学出版社 9787564175191,http://product.dangdang.com/1692363948.html,http://img3m8.ddimg.cn/33/6/1692363948-1_b_1.jpg
 Python 网络编程攻略 Dr M O Faruque Sarker 人民邮电出版社 9787115372697【新华,http://product.dangdang.com/1669459731.html,http://img3m1.ddimg.cn/60/10/1669459731-1_b_1.jpg
 Python程序设计方法,http://product.dangdang.com/29127894.html,http://img3m4.ddimg.cn/15/14/29127894-1_b_3.jpg
 Python 3学习笔记 雨痕电子工业出版社,http://product.dangdang.com/1698529742.html,http://img3m2.ddimg.cn/8/9/1698529742-1_b_1.jpg
 Python基础教程 人民邮电出版社,http://product.dangdang.com/1715144926.html,http://img3m6.ddimg.cn/22/10/1715144926-1_b_1.jpg
 正版 笨办法学Python 3 进阶篇+笨办法 学Python 3 视频教学 笨方法学Python核,http://product.dangdang.com/1621224453.html,http://img3m3.ddimg.cn/57/4/1621224453-1_b_1.jpg
